Institute,Academic Program Name,Seat Type,Gender,Opening Rank,Closing Rank,Year,Round,Has_P
Indian Institute of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1268,1354,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1387,1387,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (5 Years, Integrated Master of Technology)",OPEN,Gender-Neutral,3183,4750,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (5 Years, Integrated Master of Technology)",OPEN,Female-only (including Supernumerary),7801,10634,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (5 Years, Integrated Master of Technology)",EWS,Gender-Neutral,569,654,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (5 Years, Integrated Master of Technology)",EWS,Female-only (including Supernumerary),1512,1512,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (5 Years, Integrated Master of Technology)",OBC-NCL,Gender-Neutral,1322,1803,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (5 Years, Integrated Master of Technology)",OBC-NCL,Female-only (including Supernumerary),3760,4067,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (5 Years, Integrated Master of Technology)",SC,Gender-Neutral,822,1284,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (5 Years, Integrated Master of Technology)",SC,Female-only (including Supernumerary),1310,1310,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (5 Years, Integrated Master of Technology)",ST,Gender-Neutral,616,736,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (5 Years, Integrated Master of Technology)",ST,Female-only (including Supernumerary),1084,1084,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,7151,9601,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),12471,17320,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1293,1435,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2511,2580,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,2745,3541,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),6420,6993,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1474,1994,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2527,3153,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,768,903,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1250,1472,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,11751,13881,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),18576,22092,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,2192,2218,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3557,3557,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,4040,4862,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),7575,7660,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2421,2648,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3028,3028,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1165,1306,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),236,236,2022,6,TRUE
Indian Institute of Technology (ISM) Dhanbad,"Mining Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,11904,15145,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mining Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),17728,23279,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mining Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,2080,2318,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mining Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3566,3631,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mining Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,3903,4906,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mining Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),8762,8871,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mining Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2074,2649,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mining Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3237,3940,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mining Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,792,1254,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mining Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1553,256,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,12836,15618,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),22827,23356,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,2330,2381,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3739,3739,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,4603,5170,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),8659,8659,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2709,2879,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3580,3627,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1222,1305,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),375,375,2022,6,TRUE
Indian Institute of Technology (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,9497,12864,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),19547,22202,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1853,2116,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3386,3591,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,3171,4347,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),7131,8597,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1993,2441,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3101,3681,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,812,1061,2022,6,FALSE
Indian Institute of Technology (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1499,1499,2022,6,FALSE
Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,9359,10413,2022,6,FALSE
Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),14997,17949,2022,6,FALSE
Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1673,1844,2022,6,FALSE
Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,3813,4254,2022,6,FALSE
Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),7302,7302,2022,6,FALSE
Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2163,2260,2022,6,FALSE
Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2889,2889,2022,6,FALSE
Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1071,1071,2022,6,FALSE
Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,10422,11890,2022,6,FALSE
Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),19076,19290,2022,6,FALSE
Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1766,1851,2022,6,FALSE
Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3216,3216,2022,6,FALSE
Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,3902,4427,2022,6,FALSE
Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),7562,7767,2022,6,FALSE
Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2113,2320,2022,6,FALSE
Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3246,3246,2022,6,FALSE
Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,688,791,2022,6,FALSE
Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),966,966,2022,6,FALSE
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,945,1883,2022,6,FALSE
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),3425,4951,2022,6,FALSE
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,56,95,2022,6,FALSE
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,226,333,2022,6,FALSE
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),712,857,2022,6,FALSE
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS (PwD),Gender-Neutral,26,26,2022,6,FALSE
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,673,1089,2022,6,FALSE
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),1989,2419,2022,6,FALSE
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,29,29,2022,6,FALSE
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,231,467,2022,6,FALSE
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1273,1363,2022,6,FALSE
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,160,271,2022,6,FALSE
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),446,446,2022,6,FALSE
Indian Institute of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,4055,5529,2022,6,FALSE
Indian Institute of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),6759,10781,2022,6,FALSE
Indian Institute of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,848,1082,2022,6,FALSE
Indian Institute of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),1446,1721,2022,6,FALSE
Indian Institute of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,1795,2506,2022,6,FALSE
Indian Institute of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),5021,5707,2022,6,FALSE
Indian Institute of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1134,1444,2022,6,FALSE
Indian Institute of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2147,2377,2022,6,FALSE
